Pan,1Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,2Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,3Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,4Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,5Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,6Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,7Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,8Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,9Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,10Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,11Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,12Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,13Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,14Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,15Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,16Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,17Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,18Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,19Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,20Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,21Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,22Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,23Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,24Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,25Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,26Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,27Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,28Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,29Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
Pan,30Iksinski,1,2,3,4,5,6,4,4,5,1,5,6,3,4,5,6,4,5,5,3
